Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Below Zero // Bajocero,Yes,2021-01-29,7400000,21140.0,6.2,"['Action', 'Drama', 'Thriller']","cold,police,strip search,nudity,male nudity","On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him."
Cargo,Yes,2018-05-18,7400000,47237.0,6.3,"['Drama', 'Horror', 'Sci-Fi']","zombie,boat,creature,baby,f rated","After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter."
Cargo,Yes,2018-05-18,7400000,47241.0,6.3,"['Drama', 'Horror', 'Sci-Fi']","zombie,boat,creature,baby,f rated","After an epidemic spreads all over Australia, a father searches for someone willing to protect his daughter."
Cargo,Yes,2018-05-18,7400000,47241.0,6.3,"['Drama', 'Horror', 'Sci-Fi']","zombie,boat,creature,baby,f rated",
CAT: Season 1,Yes,2022-12-09,7400000,598.0,6.6,"['Comedy', 'Short', 'Family']","cartoon cat,cartoon dog,cartoon bird,reference to victor mature,reflection in a mirror",
Disconnect: The Wedding Planner,Yes,2023-01-13,7400000,207.0,4.0,"['Comedy', 'Romance']",victim,"After falling victim to a scam, a desperate man races against the clock as he attempts to plan a luxurious destination wedding for an important investor."
Girls Incarcerated: Season 2,Yes,2019-06-21,7400000,15.0,8.2,"['Short', 'Comedy']",,
Green Mothers' Club: Season 1 // 그린마더스클럽: 시즌 1,Yes,2022-04-06,7400000,8.0,8.4,['Documentary'],"year in title,2010s,2000s,2020s,number in title",
Green Snake // 白蛇 2：青蛇劫起,Yes,2021-12-01,7400000,168.0,5.7,"['Action', 'Fantasy']",,"Green Snake was saved by Xunya, whose primordial spirit was a dragon, when she fell into the River after being struck by lightning. She suffers from a cold toxin from time to time, but she survived. Xunya built Sansheng Inn by the..."
Haikyu!! II // ハイキュー!! セカンドシーズン,No,,7400000,7477.0,6.5,"['Action', 'Adventure', 'Fantasy']","godzilla,japan,giant monster sci fi,meteorite,princess",A detective is assigned to protect a princess who prophecies the Earth&apos;s end with the arrival of a powerful space monster. Mothra and her fairies must persuade Godzilla and Rodan to set aside their differences or face the invader ...
Heartland (2007): Season 5,No,,7400000,,,,,
Heartland (2007): Season 12,No,,7400000,,,,,
Inception,No,,7400000,2495359.0,8.8,"['Action', 'Adventure', 'Sci-Fi']","dream,ambiguous ending,subconscious,mindbender,surprise ending",
Keeping Up with the Kardashians: Season 13,No,,7400000,,,['Short'],,Behind the scenes of Criminal Minds Season 13.
Madam Secretary: Season 4,No,,7400000,27.0,9.4,['Short'],,
Nobody Sleeps in the Woods Tonight // W lesie dziś nie zaśnie nikt,Yes,2020-03-20,7400000,13665.0,4.9,"['Fantasy', 'Horror', 'Mystery']","basement,gay character,twins,twin boys,machete",A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.
Octonauts & the Ring of Fire,Yes,2021-03-30,7400000,170.0,6.5,['Animation'],tsunami,The Octonauts create a Mantis Shrip Robot to save the oceanic creatures from a tsunami and volcanic eruptions in the Pacific Ring of Fire.
Santa Clarita Diet: Season 2,Yes,2018-03-23,7400000,26.0,8.6,"['Short', 'Comedy']",,
Selena: The Series: Part 1,Yes,2020-12-04,7400000,,,,,
Skull Island: Season 1,Yes,2023-06-22,7400000,45.0,6.1,"['Documentary', 'Short', 'Sport']","caribbean sea,island,regatta,anchor,crew",
The A List: Season 1,Yes,2019-08-30,7400000,560.0,5.3,"['Comedy', 'Drama']","school,student","Eric Schultz, the most popular student at Lake O&apos;Dell High School, is coerced by his guidance counselor, Sylvia Martin, into fulfilling a list of her high-school fantasies in order for him to graduate."
The Beast // La Belva,Yes,2020-11-27,7400000,,,,,
The Boss Baby: Get That Baby!,Yes,2020-09-01,7400000,,,,,
The Constant Gardener,No,,7400000,147297.0,7.4,"['Drama', 'Mystery', 'Romance']","conspiracy,government corruption,female rear nudity,murder,investigation","A widower is determined to get to the bottom of a potentially explosive secret involving his wife&apos;s murder, big business, and corporate corruption."
This World Can't Tear Me Down: Season 1 // Questo mondo non mi renderà cattivo: Stagione 1,Yes,2023-06-09,7400000,3173.0,8.0,"['Animation', 'Comedy', 'Drama']","adult animation,2d animation,italy,friendship,dramedy",
Under Fire: Season 1 // Onder Vuur: Seizoen 1,Yes,2022-08-24,7400000,,,,,
Altered Carbon: Season 2,Yes,2020-02-27,7300000,,,,,
Always a Witch: Season 1 // Siempre bruja: Temporada 1,Yes,2019-02-01,7300000,65.0,9.0,['Short'],,
American Murder: The Family Next Door,Yes,2020-09-30,7300000,31627.0,7.2,"['Documentary', 'Crime']","murder,adultery,home video footage,familicide,family annihilation","In 2018, 34-year-old Shanann Watts and her two young daughters disappear in Colorado. With the heartbreaking details emerging, the family&apos;s story made headlines around the world."
Aquí no hay quien viva (2003): Temporada 5,No,,7300000,4576.0,8.1,"['Comedy', 'Romance']","hatred,sitcom,sitcom comedy,dating,marriage",
Capitani: Season 1,Yes,2021-02-11,7300000,123.0,5.8,"['Animation', 'Comedy', 'Short']","captain,boy,spring cleaning,doctor,cleaning","Mama has everyone working on spring cleaning, or so she thinks; in fact, everyone&apos;s slacking off in various ways. The Captain is the only one to get caught and face her wrath, though. To escape, he fakes illness, but the boys catc..."
Everything Calls for Salvation: Season 1 // Tutto chiede salvezza: Season 1,Yes,2022-10-14,7300000,1657.0,7.4,"['Comedy', 'Drama']","doctor,nurse,psychiatric hospital,mental illness,psychiatric patient","A young man spends a week in a psychiatric ward, where he meets five other patients and must contend with research-happy doctors and cynical nurses."
Indian Matchmaking: Season 2,Yes,2022-08-10,7300000,4351.0,6.3,"['Documentary', 'Family', 'News']","matchmaking,arranged marriage,marriage,reference to india,parent child relationship",
Just Mercy,No,,7300000,74056.0,7.6,"['Biography', 'Crime', 'Drama']","death penalty,injustice,humiliation,intimidation,concealing the truth",World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.
Kakegurui // 賭ケグルイ,Yes,2017-07-01,7300000,665.0,6.1,"['Drama', 'Mystery', 'Thriller']","live action remake of anime,based on manga,gambler,based on comic book,live action remake",
Kuttey // कुत्ते,No,,7300000,10486.0,5.5,"['Action', 'Comedy', 'Crime']","money,night","A van carrying crores of cash. One rainy night in the outskirts of Mumbai. Unaware of each other, three stray gangs cross paths on the hunt. Unfortunately, all of them have the same plan. Will they bite the bone or will they lose ..."
Living with Yourself: Season 1,Yes,2019-10-18,7300000,22.0,8.5,['Short'],,
Love Hard,Yes,2021-11-05,7300000,59386.0,6.3,"['Comedy', 'Romance']","christmas,travel,hometown,love,friend","An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she&apos;s been catfished. This lighthearted romantic comedy chronicles her attempt to reel in..."
Malibu Rescue: The Series: Season 1,Yes,2019-06-03,7300000,,,['Sci-Fi'],"virtual reality,epic","In the distant future, humanity populates the far reaches of the universe. Now they are the target of an unknown enemy and only one group of mercenaries can save them - The PhoenIX."
Miniforce: Season 1 // 최강전사 미니특공대: 시즌 1,No,,7300000,,,,,
Naruto Shippuden: Season 3 // NARUTO-ナルト- 疾風伝: 守護忍十二士編,No,,7300000,4230.0,7.0,"['Animation', 'Action', 'Fantasy']","ninja,lightning,mature animation,for grown ups animation,friend",
"Now, We Are Breaking Up: Season 1 // 지금, 헤어지는 중입니다: 시즌 1",No,,7300000,,,,,
Oggy Oggy: Season 1,Yes,2021-08-24,7300000,88.0,7.6,"['Documentary', 'Biography']","dance,russian expatriate,jumping,male dancer,reference to rudolf nureyev","In a ground-breaking innovation for a feature-length documentary, newly commissioned dance sequences are woven with archive footage - and interviews with those that really knew him - to tell the epic tale of Rudolf Nureyev&apos;s life."
P.S. I Love You,No,,7300000,216553.0,7.0,"['Comedy', 'Drama', 'Romance']","letter,grief,young widow,tearjerker romance,young",
Polly Pocket: Season 1,No,,7300000,,,['Short'],,
Riverdance: The Animated Adventure,No,2022-01-14,7300000,2302.0,5.5,"['Animation', 'Adventure', 'Comedy']","boy,firework,fireworks,celtic mythology,dance",
Run Rabbit Run,No,2023-06-28,7300000,10000.0,5.0,"['Horror', 'Thriller']","poltergeist,ghost,fertility,reincarnation,apparition","Sarah Snook plays a fertility doctor who believes firmly in life and death, but after noticing the strange behavior of her young daughter, she must challenge her own values and confront a ghost from her past."
Spectral,Yes,2016-12-09,7300000,63464.0,6.3,"['Action', 'Adventure', 'Sci-Fi']","moldova,technology,human experiment,last stand,fictional war",
The Clovehitch Killer,No,,7300000,32885.0,6.5,"['Crime', 'Drama', 'Mystery']","father son relationship,church,death,violence,bad guy",A picture-perfect family is shattered when the work of a serial killer hits too close to home.
The Protector: Season 3 // Hakan: Muhafız: 3. Sezon,Yes,2020-03-06,7300000,7559.0,9.0,"['Documentary', 'Short']",,
Velvet: Season 3,No,,7300000,,,"['Short', 'Drama']",,
When They See Us: Limited Series,Yes,2019-05-31,7300000,44.0,9.0,"['Short', 'Drama']",,
Working: What We Do All Day: Limited Series,Yes,2023-05-17,7300000,835.0,6.7,['Documentary'],,"For some, it&apos;s a paycheck. For others, it&apos;s a calling. This docuseries explores the meaning of work for modern Americans in a time of rapid change."
All Hail King Julien: Season 2,Yes,2015-10-16,7200000,2352.0,7.1,"['Animation', 'Short', 'Action']","lemur,anthropomorphic animal,talking animal,computer animation,four word series title",Animated misadventures of a hard-partying lemur and his wild friends in Madagascar.
American Made,No,,7200000,202983.0,7.1,"['Action', 'Comedy', 'Crime']","based on real person,year 1978,colombia,1980s,airplane pilot","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair."
Arctic (2018),No,,7200000,57048.0,6.8,"['Adventure', 'Drama']","survival,minimal cast,man versus nature,arctic,helicopter crash",A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.
Bruised,Yes,2021-11-24,7200000,15777.0,6.2,"['Drama', 'Sport']","mma,mixed martial arts,fighter,career,woman",A disgraced MMA fighter finds redemption in the cage and the courage to face her demons when the son she had given up as an infant unexpectedly reenters her life.
Capturing the Killer Nurse,Yes,2022-11-11,7200000,3026.0,6.4,"['Documentary', 'Crime']","true crime,criminal,hospital,nurse,serial killer",
Cowboy Bebop: Season 1,Yes,2021-11-19,7200000,10.0,6.0,"['Short', 'Drama', 'Music']","ukulele,singing cowboy,western music,b western","Dinny and his cowhand friends rescue Laura from a runaway stagecoach after it is robbed by outlaw Pancho Dominguez and his gang. Dinny is attracted to Laura, who isn&apos;t interested in him at all. The climax arises when Pancho&apos;s gang..."
Cowboy Bebop: Season 1,Yes,2021-11-19,7200000,10.0,6.0,"['Short', 'Drama', 'Music']","ukulele,singing cowboy,western music,b western","Dinny and his cowhand friends rescue Laura from a runaway stagecoach after it is robbed by outlaw Pancho Dominguez and his gang. Dinny is attracted to Laura, who isn&apos;t interested in him at all. The climax arises when Pancho&apos;s gang..."
Dive Club: Season 1,Yes,2021-09-03,7200000,8.0,8.4,['Documentary'],"year in title,2010s,2000s,2020s,number in title",
Fatal Affair,Yes,2020-07-16,7200000,6633.0,4.6,['Thriller'],"marriage,mother daughter relationship,no opening credits,two word title,police officer","Ellie tries to mend her marriage with her husband Marcus after a brief encounter with an old friend, David, only to find that David is more dangerous and unstable than she&apos;d realized."
Gotham: Season 3,No,,7200000,,,"['Comedy', 'Talk-Show']",,
Inside the World’s Toughest Prisons: Season 6,Yes,2022-09-28,7200000,3896.0,7.2,['Documentary'],"prison,toughest,violence,inmates,male frontal nudity","Imagine being in jail. Now imagine living in a foreign country. Scary? Paul Connelly takes you inside these jails. He shows what living conditions are for the inmates, as well as the guards. You&apos;ll never look at prison the same."
Jackass 4.5,Yes,,7200000,13780.0,6.5,"['Documentary', 'Action', 'Comedy']","male full frontal nudity,african american,covered in feces,disgusting,male nudity","Through outrageous, never-before-seen footage, witness the making of the Jackass crew&apos;s last go at wild stunts."
No Good Nick: Part 1,Yes,2019-04-15,7200000,585242.0,7.7,"['Adventure', 'Family', 'Fantasy']","magic,based on young adult novel,fear,cemetery,sequel",
PAW Patrol: Season 2,No,,7200000,,,"['Documentary', 'Short']","year 1942,1940s,20th century",
Resurrection: Ertugrul: Season 3 // Diriliş: Ertuğrul: 3. Sezon,No,,7200000,39271.0,7.9,"['Action', 'Adventure', 'Drama']","1200s,ottoman history,turkish history,turkish culture,glorification","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire."
